REGION_BRCH,PRODUCT_TYPE_BRCH,AS_OF_DT,COLLATERAL_AGREEMENT_ID,COLLATERAL_AGREEMENT_TYPE,COLLATERAL_AMOUNT,COLLATERAL_CURRENCY,CUSTOMER_NR,ENTITY,FACILITY_NR,MATURITY_DATE,REC_REF_DT,SOURCE_SYSTEM,START_DATE,FROM_CURRENCY,TO_CURRENCY,RATE,MULTIPLY_DIVIDE_IND,LCY_TO_HKD,DEAL_DT
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:7:0,O009,1,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:3:0,G007,40000000,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:1:0,G007,40000000,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:2:0,G007,40000000,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:4:0,O009,1,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:6:0,O009,1,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:5:0,O009,1,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300589:8:1,P001,40909803,GBP,018:RM:1800000000000000000001378044,18,CLS:1000624531,30JUL2025:00:00:00,31DEC2024:00:00:00,NX,16JUL2021:00:00:00,GBP,HKD,9.74136671,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003292461:1:1,P001,2871966,HKD,018:RM:1800000000000000000001346013,18,CLS:1000608377,21APR2051:00:00:00,31DEC2024:00:00:00,NX,21APR2021:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003295791:1:1,P001,6646610,HKD,018:RM:1800000000000000000001363938,18,CLS:1000616288,28JUN2051:00:00:00,31DEC2024:00:00:00,NX,28JUN2021:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003287489:1:1,P001,3439437,HKD,018:RM:1800000000000000000001330775,18,CLS:1000597315,13JAN2051:00:00:00,31DEC2024:00:00:00,NX,13JAN2021:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003294241:1:0,O010,1895309,HKD,018:RM:1800000000000000000001343971,18,CLS:1000612555,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,22MAY2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003291057:3:1,P003,4511726,HKD,018:RM:1800000000000000000001344935,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003296046:2:1,P001,3840264,HKD,018:RM:1800000000000000000001367055,18,CLS:1000617042,05JUL2051:00:00:00,31DEC2024:00:00:00,NX,05JUL2021:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300883:1:0,G007,99999999999,HKD,018:RM:1800000000000000000001376176,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300884:2:0,G007,99999999999,HKD,018:RM:1800000000000000000001375868,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300885:2:0,G007,99999999999,HKD,018:RM:1800000000000000000001376673,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003300886:2:0,G007,99999999999,HKD,018:RM:1800000000000000000001376626,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003282693:2:1,P001,4887432,HKD,018:RM:1800000000000000000001308134,18,CLS:1000588392,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,18NOV2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003282693:3:1,P001,14466800,HKD,018:RM:1800000000000000000001308134,18,CLS:1000588392,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,18NOV2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003282693:1:0,G007,99999999999,HKD,018:RM:1800000000000000000001308134,18,CLS:1000588392,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,18NOV2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003286038:2:1,P001,5760396,HKD,018:RM:1800000000000000000001330208,18,CLS:1000646356,26JAN2027:00:00:00,31DEC2024:00:00:00,NX,26JAN2022:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:2:0,G007,99999999999,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:1:1,P001,36136645,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:5:1,P001,9016093,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:7:1,P003,3929277,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:4:0,G007,99999999999,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:9:1,P003,4511726,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:8:1,P003,4511726,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003164938:6:1,P001,17887639,HKD,018:RM:1800000000000000000001268111,18,CLS:1000291423,31JAN2025:00:00:00,31DEC2024:00:00:00,NX,29JAN2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001044946:3:1,P002,990726,HKD,018:RM:1800000000000000000001191879,18,CLS:1000482822,07AUG2040:00:00:00,31DEC2024:00:00:00,NX,07AUG2020:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001252401:1:0,E001,9200000,HKD,018:RM:1800000000000000000000927595,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:8:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:9:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:20:1,P002,1900000,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:10:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:17:1,P002,7050000,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:19:1,P002,1800000,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:6:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:7:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:2:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:5:1,P002,6500000,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:13:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:11:0,G007,99999999999,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:18:1,P002,7050000,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001499921:27:0,T001,7311915,HKD,018:RM:1800000000000000000000904674,18,CLS:0001397321,31AUG2025:00:00:00,31DEC2024:00:00:00,NX,23DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003117299:4:0,G007,99999999999,HKD,018:RM:1800000000000000000001256844,18,CLS:1000843672,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003117299:1:3,P002,91315277,HKD,018:RM:1800000000000000000001256844,18,CLS:1000843672,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000003117299:2:3,P002,80572303,HKD,018:RM:1800000000000000000001256844,18,CLS:1000843672,31MAR2025:00:00:00,31DEC2024:00:00:00,NX,10SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001030602:1:1,P001,1236819,HKD,018:RM:1800000000000000000001045807,18,CLS:0001477530,16MAR2026:00:00:00,31DEC2024:00:00:00,NX,16MAR2011:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001033373:3:0,G007,99999999999,HKD,018:RM:1800000000000000000001064200,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001033373:1:1,P002,43979724,HKD,018:RM:1800000000000000000001064200,18,CLS:1000632489,31MAY2025:00:00:00,31DEC2024:00:00:00,NX,09DEC2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001033427:1:0,G007,99999999999,HKD,018:RM:1800000000000000000001064982,18,CLS:0001519559,31MAY2027:00:00:00,31DEC2024:00:00:00,NX,31MAY2012:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001033427:2:1,P002,4969429,HKD,018:RM:1800000000000000000001064982,18,CLS:0001519559,31MAY2027:00:00:00,31DEC2024:00:00:00,NX,31MAY2012:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001045271:1:1,P001,6170606,HKD,018:RM:1800000000000000000001196709,18,CLS:0001697142,11MAY2047:00:00:00,31DEC2024:00:00:00,NX,11NOV2017:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001498335:9:1,P001,7331149,HKD,018:RM:1800000000000000000000993718,18,CLS:0001661998,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,20SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001498335:8:0,G007,99999999999,HKD,018:RM:1800000000000000000000993718,18,CLS:0001661998,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,20SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001498335:7:1,P002,6602422,HKD,018:RM:1800000000000000000000993718,18,CLS:0001661998,30SEP2025:00:00:00,31DEC2024:00:00:00,NX,20SEP2024:00:00:00,HKD,HKD,1,M,1,
hk,PLEDGE_COLLATERAL,31DEC2024:00:00:00,CLS:180000000000000001498341:1:2,P001,200000000,HKD,018:RM:1800000000000000000000993720,18,CLS:0001645693,31OCT2025:00:00:00,31DEC2024:00:00:00,NX,29NOV2024:00:00:00,HKD,HKD,1,M,1,
